Community District,Name,Indicator Category,Indicator,Indicator Description,Y2000,Y2006,Y2010,Y2016,Y2017,Y2000.Rank,Y2006.Rank,Y2010.Rank,Y16.17.Rank
BX 05,Fordham/University Heights,Housing Market and Conditions,Home purchase loans to LMI borrowers (% of home purchase loans),"The share of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartment, that were made to low- to moderate-income borrowers.",NA,4.7%,9.4%,13.3%,NA,NA,20,29,11
BX 05,Fordham/University Heights,Housing Market and Conditions,Homeownership rate,The number of owner-occupied units divided by the total number of occupied housing units.,4.8%,4.0%,3.1%,2.8%,NA,55,55,55,55
BX 05,Fordham/University Heights,Housing Market and Conditions,Housing units,"The number of housings units, which can include a house, apartment, mobile home, group of rooms, or single room that is occupied (or is vacant and intended for occupancy) as separate living quarters.",NA,"45,809","47,358","48,893",NA,NA,49,47,43
BX 05,Fordham/University Heights,Housing Market and Conditions,"Index of housing price appreciation, 1 family building",The average price changes in repeated sales of the same 1 family properties (index=100 in 2000).,100.0,158.1,105.2,200.6,333.0,1,49,50,13
BX 05,Fordham/University Heights,Housing Market and Conditions,"Index of housing price appreciation, 2-4 family building",The average price changes in repeated sales of the same 2-4 family properties (index=100 in 2000).,100.0,211.5,145.8,171.4,223.9,1,39,43,38
BX 05,Fordham/University Heights,Housing Market and Conditions,"Index of housing price appreciation, 5+ family building",The average price changes in repeated sales of the same 5+ family properties (index=100 in 2000).,100.0,245.7,176.6,521.2,556.8,1,23,46,20
BX 05,Fordham/University Heights,Housing Market and Conditions,"Index of housing price appreciation, all property types",The average price changes in repeated sales of the same properties of any type (index=100 in 2000).,100.0,215.3,150.5,250.9,304.7,1,33,50,25
BX 05,Fordham/University Heights,Housing Market and Conditions,"Index of housing price appreciation, condominium",The average price changes in repeated sales of the same condominiums (index=100 in 2000).,NA,NA,NA,NA,NA,NA,NA,NA,NA
BX 05,Fordham/University Heights,Housing Market and Conditions,"Median sales price per unit, 1 family building ($2017)",The median price per unit for one unit buildings.,"$257,737","$435,561","$300,690","$400,000","$448,717",46,52,52,42
BX 05,Fordham/University Heights,Housing Market and Conditions,"Median sales price per unit, 2-4 family building ($2017)",The median price per unit for two- to four-unit buildings.,"$133,486","$261,336","$191,348","$176,750","$219,046",50,50,44,50
BX 05,Fordham/University Heights,Housing Market and Conditions,"Median sales price per unit, 5+ family building ($2017)",The median price per unit for multifamily buildings.,"$42,516","$86,364","$68,339","$145,755","$169,889",53,57,52,43
BX 05,Fordham/University Heights,Housing Market and Conditions,"Median sales price per unit, condominium ($2017)",The median price per unit for condominiums.,NA,NA,NA,NA,NA,NA,NA,NA,NA
BX 05,Fordham/University Heights,Housing Market and Conditions,"Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","The rate of mortgage foreclosure actions initiated per 1,000 1-4 family properties and condominium units.",20.6,31.8,39.7,26.8,26.8,14,8,9,5
BX 05,Fordham/University Heights,Housing Market and Conditions,"Notices of foreclosure, all residential properties",The total number of residential properties that had mortgage foreclosure actions initiated against them.,38,56,79,46,48,41,38,44,40
BX 05,Fordham/University Heights,Housing Market and Conditions,"Notices of foreclosure, initial, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had a new filing of mortgage foreclosure actions initiated against them after at least six years without having any such filings.,27,44,44,21,19,40,34,47,42
BX 05,Fordham/University Heights,Housing Market and Conditions,"Notices of foreclosure, repeat, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had repeat filing of mortgage foreclosure actions initiated against them after already have such a filing in the previous six years.,5,7,21,23,25,44,41,35,38
BX 05,Fordham/University Heights,Housing Market and Conditions,"Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","The number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units.",NA,NA,NA,81.4,NA,NA,NA,NA,7
BX 05,Fordham/University Heights,Housing Market and Conditions,"Pre-foreclosure notices, 1-4 family and condo properties",The total number of pre-foreclosure notices issued to homeowners of 1-4 family homes and condominium units. These notices are sent 90 days prior to starting a foreclosure action.,NA,NA,NA,"1,639",NA,NA,NA,NA,55
BX 05,Fordham/University Heights,Housing Market and Conditions,"Properties entering REO, 1-4 family",The total number of 1-4 family buildings that completed the foreclosure process and were acquired by the foreclosing lender.,6,0,4,7,4,25,38,32,22
BX 05,Fordham/University Heights,Housing Market and Conditions,"Refinance loan rate (per 1,000 properties)","The number of refinance loans for owner-occupied 1-4 family buildings, condominiums, and cooperative apartments divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments in the given geographic.",NA,134.5,7.9,10.3,NA,NA,4,51,39
BX 05,Fordham/University Heights,Housing Market and Conditions,Rental vacancy rate,"The number of vacant, habitable, for-rent units divided by the number of renter-occupied units plus vacant, habitable, for-rent units.",NA,NA,3.3%,2.7%,NA,NA,NA,33,28
BX 05,Fordham/University Heights,Housing Market and Conditions,"Sales volume, 1 family building",The number of transactions of 1 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,12,24,8,9,20,43,44,48,41
BX 05,Fordham/University Heights,Housing Market and Conditions,"Sales volume, 2-4 family building",The number of transactions of 2-4 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,53,121,45,38,52,43,41,42,44
BX 05,Fordham/University Heights,Housing Market and Conditions,"Sales volume, 5+ family building",The number of transactions of 5+ family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,22,46,29,24,26,22,23,17,18
BX 05,Fordham/University Heights,Housing Market and Conditions,"Sales volume, all property types",The number of transactions of all residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,87,191,82,71,98,52,53,54,56
BX 05,Fordham/University Heights,Housing Market and Conditions,"Sales volume, condominium",The number of transactions of condominiums that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,0,0,0,0,0,52,58,59,59
BX 05,Fordham/University Heights,Housing Market and Conditions,"Serious housing code violations (per 1,000 privately owned rental units)","All violations that HPD defines as class C ('immediately hazardous') that were opened in a given time period, regardless of their current status.",NA,198.8,132.7,106.6,108.8,NA,1,8,6
BX 05,Fordham/University Heights,Housing Market and Conditions,Severe crowding rate (% of renter households),The share of all renter households in which there are more than 1.5 household members for each room in the unit.,NA,NA,6.3%,7.6%,NA,NA,NA,7,7
BX 05,Fordham/University Heights,Housing Market and Conditions,"Total housing code violations (per 1,000 privately owned rental units)","All HPD violations defined as class A ('non-hazardous'), class B ('hazardous'), and class C ('immediately hazardous') that were opened in a given time period, regardless of their current status.",NA,981.9,631.3,567.3,612.5,NA,1,4,3
BX 05,Fordham/University Heights,Land Use and Development,"Population density (1,000 persons per square mile)",The geographic area's population divided by its land area and is reported in thousands of people per square mile.,NA,88.6,89.6,89.5,NA,NA,3,3,4
BX 05,Fordham/University Heights,Land Use and Development,Units authorized by new residential building permits,The number of units authorized by new residential building permits is derived from the building permit and jobs reports of the DOB.,130,45,0,28,154,30,58,48,40
BX 05,Fordham/University Heights,Land Use and Development,Units issued new certificates of occupancy,The number of residential units in buildings issued new certificates of occupancy issued by the DOB each year.,54,264,224,19,220,44,35,34,29
BX 05,Fordham/University Heights,Neighborhood Services and Conditions,Car-free commute (% of commuters),"The percentage of workers who commute primarily by foot, bicycle, or public transportation, as a share of all workers over the age of 16 who do not work at home.",72.9%,73.7%,77.0%,80.7%,NA,21,25,23,21
BX 05,Fordham/University Heights,Neighborhood Services and Conditions,Mean travel time to work (minutes),The mean commute time in minutes for commuters residing in the geographic area.,43.9,41.0,41.5,44.1,NA,19,25,23,22
BX 05,Fordham/University Heights,Neighborhood Services and Conditions,Residential units within 1/2 mile of a subway station,"The percentage of residential units that are within a half mile walk of a station entrance for the New York City Subway, Long Island Rail Road, PATH, Amtrak, Metro-North Railroad, or Staten Island Railway.",NA,NA,NA,NA,98.3%,NA,NA,NA,10
BX 05,Fordham/University Heights,Neighborhood Services and Conditions,Residential units within 1/4 mile of a park,The percentage of residential units that are within a quarter mile of a park.,NA,NA,NA,NA,99.3%,NA,NA,NA,10
BX 05,Fordham/University Heights,Neighborhood Services and Conditions,"Serious crime rate (per 1,000 residents)","The number of serious crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",NA,15.2,11.3,14.2,12.9,NA,24,31,20
BX 05,Fordham/University Heights,Neighborhood Services and Conditions,"Serious crime rate, property (per 1,000 residents)","The number of serious property crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",NA,7.1,4.8,6.3,5.4,NA,53,55,39
BX 05,Fordham/University Heights,Neighborhood Services and Conditions,"Serious crime rate, violent (per 1,000 residents)","The number of serious property crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",NA,8.1,6.5,7.9,7.5,NA,12,17,9
BX 05,Fordham/University Heights,Neighborhood Services and Conditions,"Students performing at grade level in English language arts, 4th grade",The percentage of fourth-grade students performing at or above grade level in English language arts in 4th grade (termed 'proficient').,NA,NA,NA,25.0%,26.2%,NA,NA,NA,52
BX 05,Fordham/University Heights,Neighborhood Services and Conditions,"Students performing at grade level in math, 4th grade",The percentage of fourth-grade students performing at or above grade level in math in 4th grade (termed 'proficient').,NA,NA,NA,20.2%,22.0%,NA,NA,NA,52
BX 05,Fordham/University Heights,Renters,"Housing choice vouchers (% of occupied, privately owned rental units)",The share of all rental households in privately owned units whose occupants use a housing choice voucher from HUD.,NA,NA,19.2%,19.0%,NA,NA,NA,3,2
BX 05,Fordham/University Heights,Renters,"Median rent, 2- and 3-bedrooms ($2017)","The median gross rent among 2-3 bedroom units, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.",NA,NA,"$1,063","$1,133",NA,NA,NA,43,48
BX 05,Fordham/University Heights,Renters,"Median rent, all ($2017)","The median gross rent, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.",$905,"$1,001","$1,111","$1,143",NA,40,42,43,46
BX 05,Fordham/University Heights,Renters,"Median rent, asking",The median rent that landlords advertise for housing units available for rent.,NA,NA,NA,"$1,495","$1,600",NA,NA,NA,55
BX 05,Fordham/University Heights,Renters,"Median rent, studios and 1-bedrooms ($2017)","The median gross rent among studios and 1-bedroom units, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.",NA,NA,$946,"$1,034",NA,NA,NA,42,42
BX 05,Fordham/University Heights,Renters,Moderately rent-burdened households,The share of renter households whose gross rent made up at least 30 percent of their monthly pre-tax income.,NA,21.7%,24.7%,25.7%,NA,NA,39,25,19
BX 05,Fordham/University Heights,Renters,"Moderately rent-burdened households, low income",The share of low-income renter households whose gross rent made up at least 30 percent of their monthly pre-tax income.,NA,NA,27.3%,27.9%,NA,NA,NA,38,40
BX 05,Fordham/University Heights,Renters,"Moderately rent-burdened households, moderate income",The share of moderate-income renter households whose gross rent made up at least 30 percent of their monthly pre-tax income.,NA,NA,3.4%,4.0%,NA,NA,NA,52,54
BX 05,Fordham/University Heights,Renters,Public housing (% of rental units),The share of all rental units located in New York City Housing Authority public housing.,NA,NA,NA,NA,11.9%,NA,NA,NA,16
BX 05,Fordham/University Heights,Renters,Rental units affordable at  30% AMI (% of recently available units),"The share of occupied, recently available rental units that are affordable to appropriately sized households with incomes at 30 of the Area Median Income.",NA,NA,15.5%,15.4%,NA,NA,NA,8,8
BX 05,Fordham/University Heights,Renters,Rental units affordable at  80% AMI (% of recently available units),"The share of occupied, recently available rental units that are affordable to appropriately sized households with incomes at 80 of the Area Median Income.",NA,NA,82.1%,89.9%,NA,NA,NA,9,2
BX 05,Fordham/University Heights,Renters,Rental units affordable at 120% AMI (% of recently available units),"The share of occupied, recently available rental units that are affordable to appropriately sized households with incomes at 120% of the Area Median Income.",NA,NA,97.9%,98.8%,NA,NA,NA,19,10
BX 05,Fordham/University Heights,Renters,Severely rent-burdened households,The share of renter households whose gross rent made up at least 50 percent of their monthly pre-tax income.,33.4%,NA,35.6%,42.7%,NA,2,NA,6,2
BX 05,Fordham/University Heights,Renters,"Severely rent-burdened households, low income",The share of low-income renter households whose gross rent made up at least 50 percent of their monthly pre-tax income.,NA,NA,42.0%,48.0%,NA,NA,NA,31,17
BX 05,Fordham/University Heights,Renters,"Severely rent-burdened households, moderate income",The share of moderate-income renter households whose gross rent made up at least 50 percent of their monthly pre-tax income.,NA,NA,0.0%,0.0%,NA,NA,NA,36,38
BX 05,Fordham/University Heights,Subsidized Housing,420-c Tax Exemption (properties),Total number of properties using a 420-c tax emption,NA,NA,NA,NA,50,NA,NA,NA,15
BX 05,Fordham/University Heights,Subsidized Housing,420-c Tax Exemption (units),Total number of units in properties using a 420-c tax emption (all affordable),NA,NA,NA,NA,"2,044",NA,NA,NA,12
BX 05,Fordham/University Heights,Subsidized Housing,421-a Tax Exemption (properties),Total number of properties using a 421-a tax emption (includes properties with only market rate units),NA,NA,NA,NA,28,NA,NA,NA,44
BX 05,Fordham/University Heights,Subsidized Housing,421-a Tax Exemption (units),Total number of units in properties using a 421-a tax emption (includes both affordable and market rate units),NA,NA,NA,NA,"1,438",NA,NA,NA,31
BX 05,Fordham/University Heights,Subsidized Housing,Eligible between 2018 and 2023 (properties),"Total number of properties eligible to expire between 2018 and 2023 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,7,NA,NA,NA,17
BX 05,Fordham/University Heights,Subsidized Housing,Eligible between 2018 and 2023 (units),"Total number of units in properties eligible to expire between 2018 and 2023 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,"1,076",NA,NA,NA,9
BX 05,Fordham/University Heights,Subsidized Housing,Eligible between 2024 and 2033 (properties),"Total number of properties eligible to expire between 2024 and 2033 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,37,NA,NA,NA,8
BX 05,Fordham/University Heights,Subsidized Housing,Eligible between 2024 and 2033 (units),"Total number of units in properties eligible to expire between 2024 and 2033 (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,"1,592",NA,NA,NA,14
BX 05,Fordham/University Heights,Subsidized Housing,Eligible in 2034 and later (properties),"Total number of properties eligible to expire in 2034 and later (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,52,NA,NA,NA,10
BX 05,Fordham/University Heights,Subsidized Housing,Eligible in 2034 and later (units),"Total number of units in properties eligible to expire in 2034 and later (expiration based on HUD Financing and Insurance programs, HUD project based rental assistance, LIHTC, and the Mitchell-Lama program only)",NA,NA,NA,NA,"11,280",NA,NA,NA,3
BX 05,Fordham/University Heights,Subsidized Housing,HUD Financing or Insurance (properties),Total number of properties receiving a benefit from a HUD Financing or Insurance Program,NA,NA,NA,NA,18,NA,NA,NA,1
BX 05,Fordham/University Heights,Subsidized Housing,HUD Financing or Insurance (units),Total number of units in properties receiving a benefit from a HUD Financing or Insurance Program (all affordable),NA,NA,NA,NA,"1,234",NA,NA,NA,8
BX 05,Fordham/University Heights,Subsidized Housing,HUD Project-based Rental Assistance Program (properties),Total number of properties receiving a benefit from a HUD Project-based Rental Assistance Program,NA,NA,NA,NA,28,NA,NA,NA,14
BX 05,Fordham/University Heights,Subsidized Housing,HUD Project-based Rental Assistance Program (units),Total number of units in properties receiving a benefit from a HUD Project-based Rental Assistance Program (includes both affordable and market rate units),NA,NA,NA,NA,"2,053",NA,NA,NA,15
BX 05,Fordham/University Heights,Subsidized Housing,Low Income Housing Tax Credit (properties),Total number of properties receiving a benefit from the Low Income Housing Tax Credit,NA,NA,NA,NA,74,NA,NA,NA,10
BX 05,Fordham/University Heights,Subsidized Housing,Low Income Housing Tax Credit (units),Total number of units in properties receiving a benefit from the Low Income Housing Tax Credit (includes both affordable and market rate units),NA,NA,NA,NA,"12,040",NA,NA,NA,1
BX 05,Fordham/University Heights,Subsidized Housing,Mitchell-Lama (properties),Total number of properties receiving a benefit from the Mitchell-Lama program,NA,NA,NA,NA,5,NA,NA,NA,20
BX 05,Fordham/University Heights,Subsidized Housing,Mitchell-Lama (units),Total number of units in properties receiving a benefit from the Mitchell-Lama program (all affordable),NA,NA,NA,NA,"8,922",NA,NA,NA,3
BX 05,Fordham/University Heights,Subsidized Housing,NYC Housing Production Programs and Zoning Incentives or Requirements (properties),"Total number of properties that entered a New York City housing production program or zoning incentive or requirement between July 1,  2003 and December 31, 2017",NA,NA,NA,NA,128,NA,NA,NA,12
BX 05,Fordham/University Heights,Subsidized Housing,Public Housing (properties),Total number of public housing properties (includes housing owned and operated by NYCHA even if the properties were not originally public housing),NA,NA,NA,NA,12,NA,NA,NA,18
BX 05,Fordham/University Heights,Subsidized Housing,Public Housing (units),Total number of public housing units (includes housing owned and operated by NYCHA even if the properties were not originally public housing),NA,NA,NA,NA,"6,385",NA,NA,NA,13
BX 05,Fordham/University Heights,Subsidized Housing,Total number of subsidized properties (properties),"Total number of subsidized properties (includes federal programs, Mitchell-Lama, NYC Housing Production Programs and Zoning Incentives or Requirements, and New York State Property Tax Incentives, except 421-a and J-51)",NA,NA,NA,NA,326,NA,NA,NA,12
BX 06,Belmont/East Tremont,Demographics,Born in New York State,The percentage of city residents who were born in New York State.,NA,55.5%,54.8%,50.2%,NA,NA,14,12,22
BX 06,Belmont/East Tremont,Demographics,Disabled population,"The percentage of the adult population who have disabilities that impair hearing, vision, ambulation, cognition, self-care, or independent living.",NA,NA,15.2%,16.1%,NA,NA,NA,3,3
BX 06,Belmont/East Tremont,Demographics,Foreign-born population,The share of the population that is born outside the United States or Puerto Rico.,21.5%,27.6%,29.5%,35.3%,NA,44,39,37,32
BX 06,Belmont/East Tremont,Demographics,Households with children under 18 years old,The percentage of households living with children under 18.,50.7%,50.2%,47.4%,39.9%,NA,4,2,3,4
BX 06,Belmont/East Tremont,Demographics,Income diversity ratio,"The income earned by the 80th percentile household divided by the income earned by the 20th percentile household for a given geographic area, excluding all households without positive income.",NA,4.8,5.3,6.0,NA,NA,32,22,21
BX 06,Belmont/East Tremont,Demographics,Labor force participation rate,"The number of people aged 16 years and older who are in the civilian labor force, divided by the total number of non-institutionalized people aged 16 years and older.",NA,53.3%,53.3%,56.9%,NA,NA,50,51,48
BX 06,Belmont/East Tremont,Demographics,Median household income ($2017),The median household's total income of all members of the household aged 15 years or older.,"$27,220","$22,445","$22,939","$26,317",NA,54,54,55,55
BX 06,Belmont/East Tremont,Demographics,"Median household income, homeowners ($2017)",The median owner-occupied household's total income of all members of the household aged 15 years or older.,NA,"$61,739","$67,016","$67,358",NA,NA,53,48,51
BX 06,Belmont/East Tremont,Demographics,"Median household income, renters ($2017)",The median renter household's total income of all members of the household aged 15 years or older.,NA,"$20,635","$21,184","$24,170",NA,NA,53,55,54
BX 06,Belmont/East Tremont,Demographics,Percent Asian,The percentage of the total population that identifies as Asian (non-Hispanic).,0.8%,0.6%,0.7%,1.1%,NA,50,53,52,54
BX 06,Belmont/East Tremont,Demographics,Percent black,The percentage of the total population that identifies as black (non-Hispanic).,34.5%,32.2%,30.2%,29.0%,NA,17,15,17,16
BX 06,Belmont/East Tremont,Demographics,Percent Hispanic,The percentage of the total population that identifies as Hispanic (of any race).,57.3%,61.8%,63.6%,63.9%,NA,8,6,8,7
BX 06,Belmont/East Tremont,Demographics,Percent white,The percentage of the total population that identifies as white (non-Hispanic).,5.4%,4.1%,4.1%,5.0%,NA,45,47,47,46
BX 06,Belmont/East Tremont,Demographics,Population,"All people, both children and adults, living in a given geographic area.","141,685","156,950","160,651","174,740",NA,NA,NA,NA,NA
BX 06,Belmont/East Tremont,Demographics,Population aged 25+ with a bachelor's degree or higher,The percentage of the population aged 25 and older who have attained a bachelor's degree or higher.,7.6%,7.7%,8.3%,13.4%,NA,52,55,54,53
BX 06,Belmont/East Tremont,Demographics,Population aged 25+ without a high school diploma,The percentage of the population aged 25 and older who have not graduated from high school or received a GED.,NA,43.1%,40.1%,32.5%,NA,NA,3,3,6
BX 06,Belmont/East Tremont,Demographics,Population aged 65+,The percentage of residents who are aged 65 years and older.,7.1%,6.2%,7.2%,9.4%,NA,52,54,53,50
BX 06,Belmont/East Tremont,Demographics,Poverty rate,The number of people below the poverty threshold divided by the number of people for whom poverty status was determined.,45.5%,43.5%,43.5%,36.3%,NA,1,1,1,3
BX 06,Belmont/East Tremont,Demographics,"Poverty rate, population aged 65+",The number of people aged 65 or older below the poverty line divided by the total population of that age group for whom poverty status was determined.,NA,38.2%,37.4%,33.4%,NA,NA,5,1,6
BX 06,Belmont/East Tremont,Demographics,"Poverty rate, population under 18 years old",The number of people under 18 years old below the poverty line divided by the total population of that age group for whom poverty status was determined.,NA,55.2%,58.6%,46.9%,NA,NA,3,1,4
BX 06,Belmont/East Tremont,Demographics,Racial diversity index,The probability that two randomly chosen people in a given geographic area will be of a different race.,0.55,0.51,0.50,0.51,NA,30,34,38,40
BX 06,Belmont/East Tremont,Demographics,Single-person households,The share of households that include only one person.,NA,28.2%,29.1%,32.2%,NA,NA,33,27,20
BX 06,Belmont/East Tremont,Demographics,Unemployment rate,"The number of people aged 16 years and older in the civilian labor force who are unemployed, divided by the total number of people aged 16 years and older in the civilian labor force.",21.16%,13.09%,17.09%,11.63%,NA,3,7,5,3
BX 06,Belmont/East Tremont,Housing Market and Conditions,FHA/VA-backed home purchase loans (% of home purchase loans),"The percentage of all first-lien loan originations, for the purchase of an owner-occupied home, condominium, or cooperative apartment that were insured or guaranteed by the FHA or VA, as reported by HMDA.",NA,1.5%,78.2%,63.0%,NA,NA,7,5,4
BX 06,Belmont/East Tremont,Housing Market and Conditions,Higher-cost home purchase loans (% of home purchase loans),"The percentage of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family home, that were reported as 'higher cost' under HMDA.",NA,48.3%,3.8%,7.6%,NA,NA,8,1,10
BX 06,Belmont/East Tremont,Housing Market and Conditions,Higher-cost refinance loans (% of refinance loans),"The percentage of loan originations, for the refinancing of an owner-occupied 1-4 family home, that were reported as 'higher cost' under HMDA.",NA,45.3%,11.3%,4.7%,NA,NA,5,3,2
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Home purchase loan rate (per 1,000 properties)","The number of first-lien home purchase loan originations for owner-occupied 1-4 family buildings, condominiums, or cooperative apartments  divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments.",NA,51.3,11.0,12.7,NA,NA,28,52,53
BX 06,Belmont/East Tremont,Housing Market and Conditions,Home purchase loans in LMI tracts (% of home purchase loans),"The share of all first-lien loans, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartments, that were originated for homes in low- to moderate-income census tracts.",NA,100.0%,100.0%,100.0%,NA,NA,1,1,1
BX 06,Belmont/East Tremont,Housing Market and Conditions,Home purchase loans to LMI borrowers (% of home purchase loans),"The share of all first-lien loan originations, for the purchase of an owner-occupied 1-4 family building, condominium, or cooperative apartment, that were made to low- to moderate-income borrowers.",NA,3.1%,13.0%,9.9%,NA,NA,32,18,23
BX 06,Belmont/East Tremont,Housing Market and Conditions,Homeownership rate,The number of owner-occupied units divided by the total number of occupied housing units.,8.5%,8.0%,7.4%,6.8%,NA,48,51,51,51
BX 06,Belmont/East Tremont,Housing Market and Conditions,Housing units,"The number of housings units, which can include a house, apartment, mobile home, group of rooms, or single room that is occupied (or is vacant and intended for occupancy) as separate living quarters.",NA,"55,752","56,004","62,272",NA,NA,24,27,20
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Index of housing price appreciation, 1 family building",The average price changes in repeated sales of the same 1 family properties (index=100 in 2000).,100.0,166.7,109.9,168.4,161.8,1,48,49,54
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Index of housing price appreciation, 2-4 family building",The average price changes in repeated sales of the same 2-4 family properties (index=100 in 2000).,100.0,210.6,150.2,151.1,186.5,1,41,39,54
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Index of housing price appreciation, 5+ family building",The average price changes in repeated sales of the same 5+ family properties (index=100 in 2000).,100.0,274.6,228.0,539.2,632.2,1,15,23,14
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Index of housing price appreciation, all property types",The average price changes in repeated sales of the same properties of any type (index=100 in 2000).,100.0,222.6,166.5,209.6,236.8,1,26,38,46
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Index of housing price appreciation, condominium",The average price changes in repeated sales of the same condominiums (index=100 in 2000).,100.0,NA,NA,68.5,144.3,1,NA,NA,53
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Median sales price per unit, 1 family building ($2017)",The median price per unit for one unit buildings.,"$246,769","$405,728","$305,737","$310,000","$340,338",47,55,50,56
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Median sales price per unit, 2-4 family building ($2017)",The median price per unit for two- to four-unit buildings.,"$133,486","$246,619","$173,337","$192,500","$199,430",50,54,52,55
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Median sales price per unit, 5+ family building ($2017)",The median price per unit for multifamily buildings.,"$44,303","$93,838","$76,539","$138,482","$153,250",50,52,48,46
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Median sales price per unit, condominium ($2017)",The median price per unit for condominiums.,NA,NA,"$319,825","$157,500","$229,998",NA,NA,41,52
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","The rate of mortgage foreclosure actions initiated per 1,000 1-4 family properties and condominium units.",22.5,36.8,39.9,26.8,26.3,11,3,8,7
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Notices of foreclosure, all residential properties",The total number of residential properties that had mortgage foreclosure actions initiated against them.,40,78,98,62,60,40,28,41,34
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Notices of foreclosure, initial, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had a new filing of mortgage foreclosure actions initiated against them after at least six years without having any such filings.,29,62,67,31,22,36,28,40,38
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Notices of foreclosure, repeat, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had repeat filing of mortgage foreclosure actions initiated against them after already have such a filing in the previous six years.,9,13,20,27,35,35,31,37,34
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","The number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units.",NA,NA,NA,80.1,NA,NA,NA,NA,8
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Pre-foreclosure notices, 1-4 family and condo properties",The total number of pre-foreclosure notices issued to homeowners of 1-4 family homes and condominium units. These notices are sent 90 days prior to starting a foreclosure action.,NA,NA,NA,"2,170",NA,NA,NA,NA,52
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Properties entering REO, 1-4 family",The total number of 1-4 family buildings that completed the foreclosure process and were acquired by the foreclosing lender.,7,3,15,4,6,20,20,17,18
BX 06,Belmont/East Tremont,Housing Market and Conditions,"Refinance loan rate (per 1,000 properties)","The number of refinance loans for owner-occupied 1-4 family buildings, condominiums, and cooperative apartments divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments in the given geographic.",NA,64.2,7.5,8.8,NA,NA,21,52,46
BX 06,Belmont/East Tremont,Housing Market and Conditions,Rental vacancy rate,"The number of vacant, habitable, for-rent units divided by the number of renter-occupied units plus vacant, habitable, for-rent units.",NA,NA,4.5%,2.6%,NA,NA,NA,19,31
